PaymentTransaction,AuditLog
TXN0000021,LOG0001995
TXN0000000,LOG0001996
TXN0000001,LOG0001997
TXN0000001,LOG0001998
TXN0000001,LOG0001999
TXN0000014,LOG0002000
TXN0000000,LOG0002001
TXN0000004,LOG0002002
TXN0000008,LOG0002003
TXN0000005,LOG0002004
TXN0000000,LOG0002005
TXN0000009,LOG0002006
TXN0000001,LOG0002007
TXN0000000,LOG0002008
TXN0000002,LOG0002009
TXN0000001,LOG0002010
TXN0000001,LOG0002011
TXN0000002,LOG0002012
TXN0000006,LOG0002013
TXN0000000,LOG0002014
TXN0000000,LOG0002015
TXN0000002,LOG0002016
TXN0000000,LOG0002017
TXN0000019,LOG0002018
TXN0000000,LOG0002019
TXN0000040,LOG0002020
TXN0000000,LOG0002021
TXN0000000,LOG0002022
TXN0000000,LOG0002023
TXN0000033,LOG0002024
TXN0000002,LOG0002025
TXN0000000,LOG0002026
TXN0000005,LOG0002027
TXN0000000,LOG0002028
TXN0000001,LOG0002029
TXN0000014,LOG0002030
TXN0000001,LOG0002031
TXN0000000,LOG0002032
TXN0000000,LOG0002033
TXN0000205,LOG0002034
TXN0000000,LOG0002035
TXN0000014,LOG0002036
TXN0000353,LOG0002037
TXN0000000,LOG0002038
TXN0000202,LOG0002039
TXN0000000,LOG0002040
TXN0000000,LOG0002041
TXN0000166,LOG0002042
TXN0000002,LOG0002043
TXN0000000,LOG0002044
TXN0000000,LOG0002045
TXN0000000,LOG0002046
TXN0000006,LOG0002047
TXN0001999,LOG0002048
TXN0000000,LOG0002049
TXN0000002,LOG0002050
TXN0000006,LOG0002051
TXN0000002,LOG0002052
TXN0000002,LOG0002053
TXN0000000,LOG0002054
TXN0000076,LOG0002055
TXN0000000,LOG0002056
TXN0000000,LOG0002057
TXN0000000,LOG0002058
TXN0000000,LOG0002059
TXN0000002,LOG0002060
TXN0000000,LOG0002061
TXN0000005,LOG0002062
TXN0000002,LOG0002063
TXN0000000,LOG0002064
TXN0000000,LOG0002065
TXN0000000,LOG0002066
TXN0000067,LOG0002067
TXN0000011,LOG0002068
TXN0000040,LOG0002069
TXN0000040,LOG0002070
TXN0000001,LOG0002071
TXN0000402,LOG0002072
TXN0000017,LOG0002073
TXN0000003,LOG0002074
TXN0000003,LOG0002075
TXN0000020,LOG0002076
TXN0000004,LOG0002077
TXN0000000,LOG0002078
TXN0000019,LOG0002079
TXN0000001,LOG0002080
TXN0000000,LOG0002081
TXN0000017,LOG0002082
TXN0000000,LOG0002083
TXN0000000,LOG0002084
TXN0000002,LOG0002085
TXN0000000,LOG0002086
TXN0000018,LOG0002087
TXN0000000,LOG0002088
TXN0000003,LOG0002089
TXN0000005,LOG0002090
TXN0000003,LOG0002091
TXN0000000,LOG0002092
TXN0000000,LOG0002093
TXN0000001,LOG0002094
TXN0000001,LOG0002095
TXN0000000,LOG0002096
TXN0000034,LOG0002097
TXN0000000,LOG0002098
TXN0001814,LOG0002099
TXN0000000,LOG0002100
TXN0000000,LOG0002101
TXN0000033,LOG0002102
TXN0000011,LOG0002103
TXN0000002,LOG0002104
TXN0000014,LOG0002105
TXN0000000,LOG0002106
TXN0000002,LOG0002107
TXN0000000,LOG0002108
TXN0000000,LOG0002109
TXN0000225,LOG0002110
TXN0000036,LOG0002111
TXN0000007,LOG0002112
TXN0000003,LOG0002113
TXN0000000,LOG0002114
TXN0000000,LOG0002115
TXN0000000,LOG0002116
TXN0000002,LOG0002117
TXN0000000,LOG0002118
TXN0000000,LOG0002119
TXN0000009,LOG0002120
TXN0000007,LOG0002121
TXN0000000,LOG0002122
TXN0000023,LOG0002123
TXN0000004,LOG0002124
TXN0000000,LOG0002125
TXN0000006,LOG0002126
TXN0000011,LOG0002127
TXN0000000,LOG0002128
TXN0000000,LOG0002129
TXN0000001,LOG0002130
TXN0000006,LOG0002131
TXN0000001,LOG0002132
TXN0000008,LOG0002133
TXN0000000,LOG0002134
TXN0000000,LOG0002135
TXN0000003,LOG0002136
TXN0000001,LOG0002137
TXN0000000,LOG0002138
TXN0000002,LOG0002139
TXN0000000,LOG0002140
TXN0000002,LOG0002141
TXN0000031,LOG0002142
TXN0000025,LOG0002143
TXN0000004,LOG0002144
TXN0000000,LOG0002145
TXN0000004,LOG0002146
TXN0000000,LOG0002147
TXN0000013,LOG0002148
TXN0000000,LOG0002149
TXN0000001,LOG0002150
TXN0000005,LOG0002151
TXN0000007,LOG0002152
TXN0000010,LOG0002153
TXN0000000,LOG0002154
TXN0000054,LOG0002155
TXN0000002,LOG0002156
TXN0000001,LOG0002157
TXN0000007,LOG0002158
TXN0000000,LOG0002159
TXN0000001,LOG0002160
TXN0000000,LOG0002161
TXN0000000,LOG0002162
TXN0000000,LOG0002163
TXN0000001,LOG0002164
TXN0000002,LOG0002165
TXN0000004,LOG0002166
TXN0000013,LOG0002167
TXN0000011,LOG0002168
TXN0000000,LOG0002169
TXN0000006,LOG0002170
TXN0000001,LOG0002171
TXN0000000,LOG0002172
TXN0000017,LOG0002173
TXN0000000,LOG0002174
TXN0000000,LOG0002175
TXN0000051,LOG0002176
TXN0000004,LOG0002177
TXN0000002,LOG0002178
TXN0000002,LOG0002179
TXN0000001,LOG0002180
TXN0000001,LOG0002181
TXN0000157,LOG0002182
TXN0000002,LOG0002183
TXN0000001,LOG0002184
TXN0000001,LOG0002185
TXN0000001,LOG0002186
TXN0000034,LOG0002187
TXN0000000,LOG0002188
TXN0000012,LOG0002189
TXN0000000,LOG0002190
TXN0000000,LOG0002191
TXN0000006,LOG0002192
TXN0000000,LOG0002193
TXN0000010,LOG0002194
TXN0000005,LOG0002195
TXN0000002,LOG0002196
TXN0000001,LOG0002197
TXN0000001,LOG0002198
TXN0000000,LOG0002199
TXN0000005,LOG0002200
TXN0000001,LOG0002201
TXN0000000,LOG0002202
TXN0000000,LOG0002203
TXN0000000,LOG0002204
TXN0000049,LOG0002205
TXN0000003,LOG0002206
TXN0000000,LOG0002207
TXN0000000,LOG0002208
TXN0000004,LOG0002209
TXN0000002,LOG0002210
TXN0000001,LOG0002211
TXN0000785,LOG0002212
TXN0000004,LOG0002213
TXN0000016,LOG0002214
TXN0000054,LOG0002215
TXN0000003,LOG0002216
TXN0000000,LOG0002217
TXN0000003,LOG0002218
TXN0000000,LOG0002219
TXN0000000,LOG0002220
TXN0000003,LOG0002221
TXN0000000,LOG0002222
TXN0000000,LOG0002223
TXN0000000,LOG0002224
TXN0000002,LOG0002225
TXN0000000,LOG0002226
TXN0000000,LOG0002227
TXN0000019,LOG0002228
TXN0000000,LOG0002229
TXN0000000,LOG0002230
TXN0000010,LOG0002231
TXN0000366,LOG0002232
TXN0000003,LOG0002233
TXN0000000,LOG0002234
TXN0000000,LOG0002235
TXN0000000,LOG0002236
TXN0000005,LOG0002237
TXN0000000,LOG0002238
TXN0000000,LOG0002239
TXN0000008,LOG0002240
TXN0000015,LOG0002241
TXN0000470,LOG0002242
TXN0000161,LOG0002243
TXN0000000,LOG0002244
TXN0000044,LOG0002245
TXN0001999,LOG0002246
TXN0000001,LOG0002247
TXN0000003,LOG0002248
TXN0000007,LOG0002249
TXN0000000,LOG0002250
TXN0000053,LOG0002251
TXN0000001,LOG0002252
TXN0000043,LOG0002253
TXN0000000,LOG0002254
TXN0000000,LOG0002255
TXN0001596,LOG0002256
TXN0000001,LOG0002257
TXN0000009,LOG0002258
TXN0000004,LOG0002259
TXN0000000,LOG0002260
TXN0000001,LOG0002261
TXN0000213,LOG0002262
TXN0000010,LOG0002263
TXN0000000,LOG0002264
TXN0000000,LOG0002265
TXN0000000,LOG0002266
TXN0000040,LOG0002267
TXN0000002,LOG0002268
TXN0000001,LOG0002269
TXN0000019,LOG0002270
TXN0000001,LOG0002271
TXN0000579,LOG0002272
TXN0000002,LOG0002273
TXN0000000,LOG0002274
TXN0000005,LOG0002275
TXN0000007,LOG0002276
TXN0000000,LOG0002277
TXN0000200,LOG0002278
TXN0000192,LOG0002279
TXN0000000,LOG0002280
TXN0000000,LOG0002281
TXN0000189,LOG0002282
TXN0000001,LOG0002283
TXN0000001,LOG0002284
TXN0000002,LOG0002285
TXN0000013,LOG0002286
TXN0000000,LOG0002287
TXN0000002,LOG0002288
TXN0000002,LOG0002289
TXN0000005,LOG0002290
TXN0000004,LOG0002291
TXN0000002,LOG0002292
TXN0000002,LOG0002293
TXN0000010,LOG0002294
TXN0000457,LOG0002295
TXN0000000,LOG0002296
TXN0001218,LOG0002297
TXN0000034,LOG0002298
TXN0000000,LOG0002299
TXN0000000,LOG0002300
TXN0000000,LOG0002301
TXN0000022,LOG0002302
TXN0000000,LOG0002303
TXN0000003,LOG0002304
TXN0000001,LOG0002305
TXN0000000,LOG0002306
TXN0000000,LOG0002307
TXN0000017,LOG0002308
TXN0000136,LOG0002309
TXN0000058,LOG0002310
TXN0000000,LOG0002311
TXN0000000,LOG0002312
TXN0000394,LOG0002313
TXN0000006,LOG0002314
TXN0001999,LOG0002315
TXN0000000,LOG0002316
TXN0000000,LOG0002317
TXN0000000,LOG0002318
TXN0000084,LOG0002319
TXN0000000,LOG0002320
TXN0000005,LOG0002321
TXN0000000,LOG0002322
TXN0000001,LOG0002323
TXN0000022,LOG0002324
TXN0000062,LOG0002325
TXN0000001,LOG0002326
TXN0000005,LOG0002327
TXN0000007,LOG0002328
TXN0000000,LOG0002329
TXN0000002,LOG0002330
TXN0000000,LOG0002331
TXN0000000,LOG0002332
TXN0000030,LOG0002333
TXN0000000,LOG0002334
TXN0000000,LOG0002335
TXN0000000,LOG0002336
TXN0000004,LOG0002337
TXN0000000,LOG0002338
TXN0000000,LOG0002339
TXN0000002,LOG0002340
TXN0000006,LOG0002341
TXN0000018,LOG0002342
TXN0000000,LOG0002343
TXN0000004,LOG0002344
TXN0000000,LOG0002345
TXN0000001,LOG0002346
TXN0000009,LOG0002347
TXN0001999,LOG0002348
TXN0000000,LOG0002349
TXN0000002,LOG0002350
TXN0000000,LOG0002351
TXN0000014,LOG0002352
TXN0000000,LOG0002353
TXN0000136,LOG0002354
TXN0000001,LOG0002355
TXN0000000,LOG0002356
TXN0000000,LOG0002357
TXN0001999,LOG0002358
TXN0000064,LOG0002359
TXN0000007,LOG0002360
TXN0000003,LOG0002361
TXN0000416,LOG0002362
TXN0000000,LOG0002363
TXN0000002,LOG0002364
TXN0000007,LOG0002365
TXN0000000,LOG0002366
TXN0000000,LOG0002367
TXN0000008,LOG0002368
TXN0000013,LOG0002369
TXN0000047,LOG0002370
TXN0000000,LOG0002371
TXN0000001,LOG0002372
TXN0000002,LOG0002373
TXN0000016,LOG0002374
TXN0000193,LOG0002375
TXN0000025,LOG0002376
TXN0000000,LOG0002377
TXN0000000,LOG0002378
TXN0000000,LOG0002379
TXN0000000,LOG0002380
TXN0000000,LOG0002381
TXN0000000,LOG0002382
TXN0000000,LOG0002383
TXN0000012,LOG0002384
TXN0000001,LOG0002385
TXN0000000,LOG0002386
TXN0000063,LOG0002387
TXN0000007,LOG0002388
TXN0000000,LOG0002389
TXN0000008,LOG0002390
TXN0000008,LOG0002391
TXN0000019,LOG0002392
TXN0000007,LOG0002393
TXN0000000,LOG0002394
TXN0000001,LOG0002395
TXN0000006,LOG0002396
TXN0000002,LOG0002397
TXN0000000,LOG0002398
TXN0000007,LOG0002399
TXN0000002,LOG0002400
TXN0000000,LOG0002401
TXN0000224,LOG0002402
TXN0000032,LOG0002403
TXN0000018,LOG0002404
TXN0000000,LOG0002405
TXN0000094,LOG0002406
TXN0000000,LOG0002407
TXN0000000,LOG0002408
TXN0001999,LOG0002409
TXN0000000,LOG0002410
TXN0000001,LOG0002411
TXN0000043,LOG0002412
TXN0000000,LOG0002413
TXN0000000,LOG0002414
TXN0000017,LOG0002415
TXN0000043,LOG0002416
TXN0000000,LOG0002417
TXN0000064,LOG0002418
TXN0000001,LOG0002419
TXN0000001,LOG0002420
TXN0000977,LOG0002421
TXN0000004,LOG0002422
TXN0000008,LOG0002423
TXN0000000,LOG0002424
TXN0000000,LOG0002425
TXN0000000,LOG0002426
TXN0000004,LOG0002427
TXN0000017,LOG0002428
TXN0000002,LOG0002429
TXN0000001,LOG0002430
TXN0000000,LOG0002431
TXN0000000,LOG0002432
TXN0000000,LOG0002433
TXN0000003,LOG0002434
TXN0000115,LOG0002435
TXN0000000,LOG0002436
TXN0000002,LOG0002437
TXN0000000,LOG0002438
TXN0000000,LOG0002439
TXN0000018,LOG0002440
TXN0000000,LOG0002441
TXN0000000,LOG0002442
TXN0000033,LOG0002443
TXN0000000,LOG0002444
TXN0000004,LOG0002445
TXN0000002,LOG0002446
TXN0000008,LOG0002447
TXN0000000,LOG0002448
TXN0000000,LOG0002449
TXN0000032,LOG0002450
TXN0000006,LOG0002451
TXN0001105,LOG0002452
TXN0000002,LOG0002453
TXN0000021,LOG0002454
TXN0000002,LOG0002455
TXN0000001,LOG0002456
TXN0000000,LOG0002457
TXN0000006,LOG0002458
TXN0000069,LOG0002459
TXN0000000,LOG0002460
TXN0000001,LOG0002461
TXN0000086,LOG0002462
TXN0000001,LOG0002463
TXN0000002,LOG0002464
TXN0000001,LOG0002465
TXN0000000,LOG0002466
TXN0000000,LOG0002467
TXN0000001,LOG0002468
TXN0000045,LOG0002469
TXN0000016,LOG0002470
TXN0000001,LOG0002471
TXN0000001,LOG0002472
TXN0000000,LOG0002473
TXN0000000,LOG0002474
TXN0000000,LOG0002475
TXN0000013,LOG0002476
TXN0000001,LOG0002477
TXN0000532,LOG0002478
TXN0000000,LOG0002479
TXN0000000,LOG0002480
TXN0000000,LOG0002481
TXN0000000,LOG0002482
TXN0000625,LOG0002483
TXN0000000,LOG0002484
TXN0000000,LOG0002485
TXN0000000,LOG0002486
TXN0000182,LOG0002487
TXN0000063,LOG0002488
TXN0000001,LOG0002489
TXN0000002,LOG0002490
TXN0000007,LOG0002491
TXN0000000,LOG0002492
TXN0000000,LOG0002493
TXN0000000,LOG0002494
TXN0000000,LOG0002495
TXN0000000,LOG0002496
TXN0000001,LOG0002497
TXN0000000,LOG0002498
TXN0000000,LOG0002499
