PaymentTransaction,ComplianceRule
TXN0001591,RULE0019
TXN0001591,RULE0003
TXN0001592,RULE0014
TXN0001593,RULE0007
TXN0001594,RULE0011
TXN0001595,RULE0002
TXN0001596,RULE0005
TXN0001596,RULE0002
TXN0001597,RULE0002
TXN0001597,RULE0013
TXN0001598,RULE0005
TXN0001598,RULE0019
TXN0001599,RULE0012
TXN0001600,RULE0010
TXN0001600,RULE0002
TXN0001601,RULE0008
TXN0001602,RULE0006
TXN0001602,RULE0012
TXN0001603,RULE0006
TXN0001604,RULE0009
TXN0001605,RULE0005
TXN0001606,RULE0018
TXN0001606,RULE0013
TXN0001607,RULE0008
TXN0001608,RULE0000
TXN0001609,RULE0014
TXN0001610,RULE0005
TXN0001611,RULE0014
TXN0001611,RULE0012
TXN0001612,RULE0007
TXN0001612,RULE0010
TXN0001613,RULE0016
TXN0001614,RULE0016
TXN0001615,RULE0014
TXN0001615,RULE0017
TXN0001616,RULE0015
TXN0001617,RULE0019
TXN0001618,RULE0006
TXN0001618,RULE0017
TXN0001619,RULE0006
TXN0001619,RULE0001
TXN0001620,RULE0018
TXN0001621,RULE0001
TXN0001622,RULE0006
TXN0001623,RULE0004
TXN0001624,RULE0013
TXN0001625,RULE0015
TXN0001626,RULE0010
TXN0001626,RULE0009
TXN0001627,RULE0017
TXN0001628,RULE0015
TXN0001629,RULE0009
TXN0001630,RULE0000
TXN0001630,RULE0007
TXN0001630,RULE0009
TXN0001631,RULE0013
TXN0001632,RULE0007
TXN0001633,RULE0009
TXN0001634,RULE0011
TXN0001634,RULE0013
TXN0001635,RULE0016
TXN0001635,RULE0009
TXN0001636,RULE0002
TXN0001636,RULE0010
TXN0001637,RULE0013
TXN0001638,RULE0010
TXN0001638,RULE0003
TXN0001639,RULE0015
TXN0001640,RULE0002
TXN0001641,RULE0016
TXN0001641,RULE0011
TXN0001642,RULE0015
TXN0001643,RULE0012
TXN0001644,RULE0018
TXN0001645,RULE0018
TXN0001646,RULE0013
TXN0001647,RULE0007
TXN0001648,RULE0014
TXN0001648,RULE0010
TXN0001649,RULE0018
TXN0001650,RULE0008
TXN0001650,RULE0016
TXN0001651,RULE0004
TXN0001652,RULE0018
TXN0001653,RULE0004
TXN0001654,RULE0008
TXN0001655,RULE0015
TXN0001656,RULE0011
TXN0001656,RULE0006
TXN0001657,RULE0004
TXN0001658,RULE0012
TXN0001659,RULE0008
TXN0001660,RULE0004
TXN0001661,RULE0009
TXN0001661,RULE0006
TXN0001662,RULE0019
TXN0001663,RULE0001
TXN0001663,RULE0017
TXN0001664,RULE0015
TXN0001665,RULE0018
TXN0001666,RULE0003
TXN0001667,RULE0006
TXN0001668,RULE0004
TXN0001669,RULE0006
TXN0001670,RULE0005
TXN0001671,RULE0011
TXN0001672,RULE0009
TXN0001673,RULE0004
TXN0001674,RULE0000
TXN0001675,RULE0013
TXN0001676,RULE0018
TXN0001677,RULE0006
TXN0001677,RULE0001
TXN0001678,RULE0014
TXN0001678,RULE0017
TXN0001679,RULE0009
TXN0001679,RULE0015
TXN0001680,RULE0019
TXN0001681,RULE0014
TXN0001682,RULE0009
TXN0001683,RULE0013
TXN0001684,RULE0012
TXN0001684,RULE0009
TXN0001684,RULE0017
TXN0001685,RULE0000
TXN0001686,RULE0018
TXN0001687,RULE0006
TXN0001688,RULE0016
TXN0001689,RULE0011
TXN0001690,RULE0000
TXN0001690,RULE0016
TXN0001691,RULE0018
TXN0001692,RULE0013
TXN0001693,RULE0015
TXN0001694,RULE0012
TXN0001694,RULE0019
TXN0001695,RULE0004
TXN0001696,RULE0004
TXN0001697,RULE0005
TXN0001698,RULE0009
TXN0001699,RULE0013
TXN0001699,RULE0017
TXN0001700,RULE0019
TXN0001700,RULE0005
TXN0001701,RULE0001
TXN0001702,RULE0008
TXN0001702,RULE0014
TXN0001703,RULE0007
TXN0001704,RULE0008
TXN0001705,RULE0013
TXN0001705,RULE0019
TXN0001706,RULE0001
TXN0001707,RULE0009
TXN0001708,RULE0012
TXN0001709,RULE0001
TXN0001710,RULE0016
TXN0001710,RULE0012
TXN0001710,RULE0005
TXN0001711,RULE0017
TXN0001712,RULE0016
TXN0001713,RULE0015
TXN0001714,RULE0019
TXN0001714,RULE0005
TXN0001715,RULE0008
TXN0001716,RULE0008
TXN0001717,RULE0007
TXN0001717,RULE0011
TXN0001718,RULE0013
TXN0001719,RULE0010
TXN0001720,RULE0002
TXN0001721,RULE0009
TXN0001722,RULE0017
TXN0001723,RULE0007
TXN0001723,RULE0019
TXN0001723,RULE0003
TXN0001724,RULE0017
TXN0001725,RULE0012
TXN0001726,RULE0006
TXN0001727,RULE0013
TXN0001728,RULE0004
TXN0001729,RULE0006
TXN0001730,RULE0015
TXN0001731,RULE0007
TXN0001732,RULE0019
TXN0001733,RULE0000
TXN0001734,RULE0005
TXN0001735,RULE0000
TXN0001736,RULE0006
TXN0001737,RULE0011
TXN0001738,RULE0000
TXN0001739,RULE0007
TXN0001740,RULE0011
TXN0001741,RULE0002
TXN0001742,RULE0007
TXN0001742,RULE0012
TXN0001743,RULE0006
TXN0001744,RULE0009
TXN0001745,RULE0018
TXN0001745,RULE0017
TXN0001746,RULE0005
TXN0001747,RULE0005
TXN0001748,RULE0017
TXN0001749,RULE0013
TXN0001750,RULE0001
TXN0001751,RULE0005
TXN0001751,RULE0011
TXN0001752,RULE0007
TXN0001753,RULE0014
TXN0001754,RULE0010
TXN0001755,RULE0018
TXN0001756,RULE0000
TXN0001757,RULE0000
TXN0001758,RULE0018
TXN0001759,RULE0002
TXN0001760,RULE0012
TXN0001760,RULE0010
TXN0001760,RULE0006
TXN0001761,RULE0005
TXN0001761,RULE0009
TXN0001762,RULE0016
TXN0001762,RULE0007
TXN0001763,RULE0006
TXN0001764,RULE0016
TXN0001764,RULE0015
TXN0001765,RULE0002
TXN0001766,RULE0015
TXN0001767,RULE0019
TXN0001768,RULE0014
TXN0001769,RULE0001
TXN0001769,RULE0017
TXN0001769,RULE0014
TXN0001770,RULE0015
TXN0001771,RULE0005
TXN0001772,RULE0008
TXN0001772,RULE0001
TXN0001773,RULE0007
TXN0001774,RULE0016
TXN0001775,RULE0017
TXN0001776,RULE0006
TXN0001776,RULE0009
TXN0001777,RULE0018
TXN0001778,RULE0005
TXN0001779,RULE0005
TXN0001779,RULE0003
TXN0001780,RULE0000
TXN0001781,RULE0019
TXN0001782,RULE0006
TXN0001782,RULE0005
TXN0001783,RULE0002
TXN0001784,RULE0004
TXN0001785,RULE0011
TXN0001786,RULE0014
TXN0001787,RULE0011
TXN0001788,RULE0001
TXN0001789,RULE0002
TXN0001789,RULE0007
TXN0001790,RULE0013
TXN0001791,RULE0011
TXN0001792,RULE0005
TXN0001792,RULE0016
TXN0001793,RULE0006
TXN0001793,RULE0005
TXN0001793,RULE0012
TXN0001794,RULE0000
TXN0001795,RULE0002
TXN0001796,RULE0016
TXN0001797,RULE0013
TXN0001798,RULE0014
TXN0001798,RULE0017
TXN0001798,RULE0013
TXN0001799,RULE0019
TXN0001799,RULE0000
TXN0001800,RULE0003
TXN0001801,RULE0016
TXN0001802,RULE0008
TXN0001803,RULE0013
TXN0001803,RULE0014
TXN0001804,RULE0000
TXN0001805,RULE0001
TXN0001806,RULE0009
TXN0001807,RULE0010
TXN0001808,RULE0000
TXN0001809,RULE0000
TXN0001810,RULE0006
TXN0001811,RULE0016
TXN0001812,RULE0002
TXN0001813,RULE0010
TXN0001814,RULE0010
TXN0001815,RULE0000
TXN0001815,RULE0016
TXN0001816,RULE0010
TXN0001817,RULE0009
TXN0001818,RULE0015
TXN0001819,RULE0007
TXN0001820,RULE0016
TXN0001820,RULE0008
TXN0001821,RULE0019
TXN0001822,RULE0000
TXN0001823,RULE0007
TXN0001824,RULE0014
TXN0001824,RULE0012
TXN0001824,RULE0008
TXN0001825,RULE0001
TXN0001826,RULE0016
TXN0001827,RULE0010
TXN0001828,RULE0000
TXN0001828,RULE0002
TXN0001829,RULE0005
TXN0001830,RULE0014
TXN0001831,RULE0014
TXN0001832,RULE0004
TXN0001833,RULE0018
TXN0001834,RULE0017
TXN0001835,RULE0004
TXN0001835,RULE0000
TXN0001836,RULE0002
TXN0001837,RULE0002
TXN0001837,RULE0006
TXN0001838,RULE0013
TXN0001839,RULE0012
TXN0001839,RULE0017
TXN0001840,RULE0019
TXN0001841,RULE0011
TXN0001842,RULE0009
TXN0001843,RULE0010
TXN0001844,RULE0015
TXN0001845,RULE0008
TXN0001846,RULE0015
TXN0001846,RULE0002
TXN0001847,RULE0014
TXN0001847,RULE0001
TXN0001848,RULE0008
TXN0001849,RULE0014
TXN0001850,RULE0016
TXN0001851,RULE0006
TXN0001852,RULE0002
TXN0001853,RULE0008
TXN0001854,RULE0014
TXN0001854,RULE0000
TXN0001855,RULE0009
TXN0001856,RULE0002
TXN0001857,RULE0017
TXN0001857,RULE0016
TXN0001858,RULE0001
TXN0001859,RULE0003
TXN0001859,RULE0008
TXN0001860,RULE0010
TXN0001860,RULE0013
TXN0001861,RULE0012
TXN0001862,RULE0013
TXN0001863,RULE0018
TXN0001863,RULE0010
TXN0001864,RULE0018
TXN0001865,RULE0000
TXN0001866,RULE0001
TXN0001867,RULE0003
TXN0001868,RULE0009
TXN0001869,RULE0015
TXN0001870,RULE0014
TXN0001870,RULE0001
TXN0001871,RULE0004
TXN0001872,RULE0017
TXN0001873,RULE0011
TXN0001874,RULE0009
TXN0001874,RULE0014
TXN0001874,RULE0016
TXN0001875,RULE0014
TXN0001875,RULE0019
TXN0001876,RULE0010
TXN0001877,RULE0004
TXN0001877,RULE0001
TXN0001878,RULE0011
TXN0001879,RULE0005
TXN0001880,RULE0016
TXN0001881,RULE0015
TXN0001882,RULE0011
TXN0001882,RULE0016
TXN0001883,RULE0014
TXN0001884,RULE0019
TXN0001884,RULE0006
TXN0001884,RULE0018
TXN0001885,RULE0010
TXN0001886,RULE0000
TXN0001886,RULE0005
TXN0001887,RULE0008
TXN0001887,RULE0000
TXN0001888,RULE0019
TXN0001888,RULE0007
TXN0001889,RULE0012
TXN0001890,RULE0006
TXN0001891,RULE0016
TXN0001891,RULE0009
TXN0001892,RULE0009
TXN0001892,RULE0017
TXN0001893,RULE0004
TXN0001894,RULE0007
TXN0001895,RULE0007
TXN0001896,RULE0012
TXN0001897,RULE0011
TXN0001897,RULE0004
TXN0001898,RULE0019
TXN0001898,RULE0002
TXN0001899,RULE0017
TXN0001900,RULE0014
TXN0001901,RULE0004
TXN0001902,RULE0010
TXN0001903,RULE0007
TXN0001903,RULE0019
TXN0001903,RULE0009
TXN0001904,RULE0012
TXN0001904,RULE0005
TXN0001905,RULE0003
TXN0001906,RULE0006
TXN0001907,RULE0001
TXN0001908,RULE0004
TXN0001909,RULE0012
TXN0001910,RULE0008
TXN0001911,RULE0010
TXN0001911,RULE0005
TXN0001912,RULE0013
TXN0001912,RULE0006
TXN0001912,RULE0012
TXN0001913,RULE0016
TXN0001914,RULE0005
TXN0001915,RULE0006
TXN0001915,RULE0011
TXN0001916,RULE0009
TXN0001917,RULE0011
TXN0001918,RULE0003
TXN0001919,RULE0009
TXN0001919,RULE0006
TXN0001920,RULE0009
TXN0001921,RULE0002
TXN0001921,RULE0019
TXN0001922,RULE0010
TXN0001923,RULE0018
TXN0001924,RULE0018
TXN0001925,RULE0009
TXN0001926,RULE0002
TXN0001927,RULE0017
TXN0001928,RULE0005
TXN0001928,RULE0009
TXN0001929,RULE0016
TXN0001930,RULE0011
TXN0001931,RULE0019
TXN0001932,RULE0013
TXN0001933,RULE0015
TXN0001934,RULE0005
TXN0001935,RULE0012
TXN0001935,RULE0009
TXN0001936,RULE0019
TXN0001937,RULE0014
TXN0001937,RULE0005
TXN0001938,RULE0006
TXN0001939,RULE0019
TXN0001940,RULE0015
TXN0001941,RULE0018
TXN0001942,RULE0011
TXN0001942,RULE0007
TXN0001943,RULE0001
TXN0001943,RULE0014
TXN0001944,RULE0003
TXN0001945,RULE0002
TXN0001946,RULE0007
TXN0001946,RULE0008
TXN0001947,RULE0018
TXN0001948,RULE0007
TXN0001949,RULE0014
TXN0001950,RULE0017
TXN0001950,RULE0005
TXN0001951,RULE0006
TXN0001952,RULE0000
TXN0001952,RULE0016
TXN0001952,RULE0002
TXN0001953,RULE0012
TXN0001954,RULE0007
TXN0001954,RULE0015
TXN0001954,RULE0017
TXN0001955,RULE0012
TXN0001956,RULE0009
TXN0001956,RULE0006
TXN0001957,RULE0002
TXN0001957,RULE0008
TXN0001958,RULE0000
TXN0001959,RULE0018
TXN0001960,RULE0000
TXN0001961,RULE0019
TXN0001962,RULE0007
TXN0001963,RULE0009
TXN0001963,RULE0003
TXN0001964,RULE0004
TXN0001964,RULE0002
TXN0001965,RULE0015
TXN0001966,RULE0001
TXN0001967,RULE0000
TXN0001968,RULE0008
TXN0001969,RULE0011
TXN0001970,RULE0003
TXN0001971,RULE0005
TXN0001972,RULE0004
TXN0001973,RULE0006
TXN0001973,RULE0002
TXN0001974,RULE0000
TXN0001975,RULE0001
TXN0001975,RULE0005
TXN0001976,RULE0015
TXN0001976,RULE0005
TXN0001977,RULE0019
TXN0001978,RULE0016
TXN0001979,RULE0004
TXN0001979,RULE0003
TXN0001979,RULE0005
TXN0001980,RULE0012
TXN0001981,RULE0008
TXN0001981,RULE0017
TXN0001982,RULE0011
TXN0001983,RULE0014
TXN0001984,RULE0012
TXN0001985,RULE0014
TXN0001986,RULE0008
TXN0001987,RULE0001
TXN0001988,RULE0009
TXN0001989,RULE0008
TXN0001990,RULE0012
TXN0001991,RULE0015
TXN0001992,RULE0015
TXN0001993,RULE0017
TXN0001994,RULE0002
TXN0001994,RULE0011
TXN0001995,RULE0005
TXN0001996,RULE0010
TXN0001997,RULE0019
TXN0001997,RULE0008
TXN0001998,RULE0010
TXN0001999,RULE0013
