assessment_id,score,assessed_at,risk_level
RA001185,45,2025-03-08 07:13:31,Medium
RA001186,30,2025-04-01 10:42:45,Medium
RA001187,51,2025-11-04 17:27:09,Medium
RA001188,55,2025-11-04 00:06:51,Medium
RA001189,25,2025-04-21 15:34:14,Low
RA001190,56,2025-09-04 16:18:24,Medium
RA001191,46,2025-10-31 11:17:58,Medium
RA001192,11,2025-05-19 13:38:47,Low
RA001193,32,2025-08-12 06:35:24,Medium
RA001194,41,2025-04-12 20:44:01,Medium
RA001195,87,2025-02-24 04:09:46,High
RA001196,61,2025-07-14 13:38:10,Medium
RA001197,23,2025-01-29 20:31:56,Low
RA001198,59,2025-09-10 15:44:06,Medium
RA001199,19,2025-02-14 10:30:55,Low
RA001200,71,2024-12-26 00:12:02,High
RA001201,40,2025-11-13 10:24:02,Medium
RA001202,48,2025-06-02 22:11:49,Medium
RA001203,76,2025-06-05 03:46:36,High
RA001204,24,2025-01-10 22:22:13,Low
RA001205,22,2025-02-21 22:09:26,Low
RA001206,38,2025-11-04 09:30:31,Medium
RA001207,70,2025-07-26 23:32:33,High
RA001208,19,2025-10-15 19:08:51,Low
RA001209,0,2025-02-22 12:37:14,Low
RA001210,40,2025-03-09 19:29:35,Medium
RA001211,61,2025-02-14 10:01:48,Medium
RA001212,74,2025-10-31 00:32:29,High
RA001213,40,2025-01-20 05:22:59,Medium
RA001214,41,2025-03-02 10:17:58,Medium
RA001215,73,2025-09-23 19:31:32,High
RA001216,12,2024-12-21 01:51:52,Low
RA001217,42,2025-08-06 21:29:11,Medium
RA001218,53,2025-06-16 00:56:47,Medium
RA001219,58,2025-07-30 22:30:49,Medium
RA001220,39,2025-05-08 11:21:57,Medium
RA001221,50,2025-02-18 14:38:43,Medium
RA001222,0,2025-09-05 15:33:44,Low
RA001223,36,2025-10-16 07:13:51,Medium
RA001224,59,2025-03-09 03:32:29,Medium
RA001225,30,2025-01-31 21:12:34,Medium
RA001226,51,2024-12-18 19:18:11,Medium
RA001227,58,2025-05-01 03:38:57,Medium
RA001228,43,2025-05-09 04:32:39,Medium
RA001229,53,2025-05-12 15:21:27,Medium
RA001230,30,2025-04-17 14:28:04,Medium
RA001231,45,2025-04-28 13:52:29,Medium
RA001232,62,2025-01-27 22:49:09,Medium
RA001233,53,2025-02-28 09:51:40,Medium
RA001234,38,2025-03-24 15:41:56,Medium
RA001235,54,2025-07-27 04:50:57,Medium
RA001236,64,2025-01-12 19:02:23,Medium
RA001237,9,2025-05-09 02:54:56,Low
RA001238,73,2025-11-04 07:45:11,High
RA001239,43,2025-10-09 18:34:05,Medium
RA001240,58,2025-11-15 07:10:18,Medium
RA001241,73,2025-07-08 01:01:13,High
RA001242,22,2025-05-10 02:13:48,Low
RA001243,35,2025-01-18 23:51:42,Medium
RA001244,44,2025-10-29 22:59:48,Medium
RA001245,34,2025-07-18 22:17:10,Medium
RA001246,84,2025-01-05 09:26:25,High
RA001247,32,2024-12-03 09:43:26,Medium
RA001248,38,2025-11-14 05:16:00,Medium
RA001249,54,2025-07-30 22:35:37,Medium
RA001250,25,2025-08-12 20:37:54,Low
RA001251,42,2025-05-06 14:00:59,Medium
RA001252,56,2025-09-13 22:45:43,Medium
RA001253,43,2025-06-08 21:42:05,Medium
RA001254,48,2025-06-13 12:20:49,Medium
RA001255,39,2025-04-25 18:34:16,Medium
RA001256,19,2025-08-18 00:16:24,Low
RA001257,56,2025-09-21 18:15:34,Medium
RA001258,85,2024-12-18 04:33:10,High
RA001259,50,2025-03-10 19:05:48,Medium
RA001260,54,2025-07-10 03:35:26,Medium
RA001261,63,2025-07-09 17:32:51,Medium
RA001262,24,2025-02-28 08:19:30,Low
RA001263,84,2024-12-06 08:38:22,High
RA001264,54,2025-09-03 12:50:54,Medium
RA001265,82,2025-03-14 22:58:58,High
RA001266,35,2025-02-04 18:55:37,Medium
RA001267,86,2025-02-17 12:13:54,High
RA001268,65,2025-03-20 19:05:56,Medium
RA001269,61,2025-06-19 13:08:35,Medium
RA001270,54,2025-03-19 01:23:41,Medium
RA001271,45,2024-12-16 18:08:36,Medium
RA001272,74,2025-06-17 22:20:30,High
RA001273,52,2024-12-25 01:48:42,Medium
RA001274,10,2025-11-03 20:21:15,Low
RA001275,27,2025-06-04 21:01:02,Low
RA001276,46,2025-04-25 12:55:28,Medium
RA001277,56,2025-01-14 00:54:00,Medium
RA001278,48,2025-02-10 15:21:05,Medium
RA001279,74,2025-01-29 04:17:31,High
RA001280,10,2025-01-07 14:13:03,Low
RA001281,52,2025-06-07 20:03:40,Medium
RA001282,13,2025-02-18 07:36:00,Low
RA001283,65,2025-04-23 01:38:34,Medium
RA001284,48,2025-11-30 20:26:46,Medium
RA001285,58,2025-08-05 04:22:14,Medium
RA001286,32,2025-06-20 05:28:03,Medium
RA001287,75,2025-07-20 03:51:31,High
RA001288,70,2025-10-20 21:58:38,High
RA001289,61,2025-05-04 16:28:41,Medium
RA001290,47,2025-10-06 16:16:37,Medium
RA001291,61,2025-02-20 10:46:19,Medium
RA001292,35,2025-05-28 01:01:33,Medium
RA001293,67,2025-10-03 00:18:59,Medium
RA001294,82,2025-05-28 03:18:24,High
RA001295,71,2025-11-24 08:46:58,High
RA001296,35,2025-07-09 12:53:30,Medium
RA001297,57,2025-05-27 17:29:04,Medium
RA001298,24,2024-12-22 12:41:30,Low
RA001299,61,2025-07-16 23:57:48,Medium
RA001300,59,2025-05-24 10:38:44,Medium
RA001301,12,2025-01-27 20:11:42,Low
RA001302,26,2024-12-06 07:00:18,Low
RA001303,44,2025-11-05 06:19:20,Medium
RA001304,43,2025-01-11 04:53:56,Medium
RA001305,25,2025-06-13 18:09:12,Low
RA001306,57,2025-09-29 16:30:55,Medium
RA001307,55,2025-01-16 17:22:17,Medium
RA001308,46,2025-06-27 17:39:55,Medium
RA001309,34,2025-07-22 17:28:06,Medium
RA001310,70,2025-07-17 13:42:48,High
RA001311,83,2025-10-29 16:47:36,High
RA001312,40,2025-10-03 07:27:23,Medium
RA001313,37,2025-03-15 14:40:41,Medium
RA001314,59,2024-12-11 02:36:52,Medium
RA001315,42,2025-06-21 00:26:24,Medium
RA001316,47,2025-01-05 00:29:54,Medium
RA001317,64,2025-07-27 02:45:16,Medium
RA001318,11,2025-10-30 10:21:10,Low
RA001319,76,2025-09-30 18:15:18,High
RA001320,51,2025-04-15 02:17:12,Medium
RA001321,41,2025-08-17 09:23:55,Medium
RA001322,48,2025-07-04 11:56:25,Medium
RA001323,49,2025-04-18 01:33:28,Medium
RA001324,15,2025-11-11 05:51:37,Low
RA001325,79,2025-08-10 03:52:19,High
RA001326,50,2025-06-02 16:28:38,Medium
RA001327,58,2025-03-29 10:17:02,Medium
RA001328,69,2025-03-04 23:43:45,Medium
RA001329,29,2025-11-13 21:09:14,Low
RA001330,59,2025-07-11 06:15:08,Medium
RA001331,44,2025-02-13 16:21:12,Medium
RA001332,66,2025-10-02 05:58:50,Medium
RA001333,7,2025-10-05 10:56:57,Low
RA001334,48,2025-04-11 14:45:25,Medium
RA001335,37,2025-02-06 19:40:15,Medium
RA001336,58,2025-03-07 13:07:24,Medium
RA001337,59,2024-12-04 08:22:12,Medium
RA001338,35,2025-04-08 21:10:03,Medium
RA001339,35,2025-11-24 21:02:35,Medium
RA001340,47,2025-05-27 19:42:13,Medium
RA001341,32,2025-09-28 09:14:48,Medium
RA001342,66,2025-07-28 21:08:53,Medium
RA001343,42,2025-10-16 07:20:54,Medium
RA001344,0,2025-06-13 00:55:33,Low
RA001345,42,2025-05-05 05:21:46,Medium
RA001346,29,2025-03-30 08:07:43,Low
RA001347,17,2025-06-01 05:20:12,Low
RA001348,25,2025-04-04 17:08:32,Low
RA001349,52,2025-11-18 19:20:34,Medium
RA001350,76,2025-11-14 02:47:07,High
RA001351,56,2025-05-07 00:58:45,Medium
RA001352,37,2025-03-01 18:00:08,Medium
RA001353,59,2024-12-14 19:36:45,Medium
RA001354,40,2025-08-26 03:15:16,Medium
RA001355,36,2025-05-24 13:23:31,Medium
RA001356,26,2025-01-22 03:48:27,Low
RA001357,14,2025-05-15 07:48:39,Low
RA001358,42,2025-11-13 03:21:10,Medium
RA001359,53,2024-12-19 06:08:37,Medium
RA001360,48,2025-10-17 09:47:40,Medium
RA001361,41,2024-12-30 18:05:51,Medium
RA001362,31,2025-02-16 06:50:25,Medium
RA001363,62,2025-10-09 10:13:08,Medium
RA001364,23,2025-07-13 13:56:37,Low
RA001365,65,2024-12-23 12:21:39,Medium
RA001366,29,2025-04-02 20:39:22,Low
RA001367,34,2025-05-27 18:43:33,Medium
RA001368,20,2024-12-14 18:41:54,Low
RA001369,39,2025-05-27 14:24:02,Medium
RA001370,69,2025-01-23 16:15:30,Medium
RA001371,60,2025-06-23 22:22:33,Medium
RA001372,69,2025-03-24 06:01:34,Medium
RA001373,60,2025-04-13 13:04:24,Medium
RA001374,27,2025-05-06 18:57:34,Low
RA001375,43,2025-03-03 17:27:22,Medium
RA001376,34,2024-12-10 22:38:41,Medium
RA001377,76,2025-01-25 14:53:47,High
RA001378,26,2025-09-14 02:40:00,Low
RA001379,67,2025-09-13 09:54:04,Medium
RA001380,67,2025-10-23 21:05:24,Medium
RA001381,86,2025-06-25 19:52:25,High
RA001382,41,2025-02-17 05:16:33,Medium
RA001383,64,2025-06-06 23:29:01,Medium
RA001384,95,2025-06-29 14:58:43,High
RA001385,37,2024-12-16 11:52:20,Medium
RA001386,19,2025-09-21 20:44:45,Low
RA001387,12,2025-09-20 22:41:01,Low
RA001388,64,2024-12-06 18:24:22,Medium
RA001389,12,2025-10-08 11:17:52,Low
RA001390,42,2025-09-15 01:43:24,Medium
RA001391,58,2025-11-13 12:14:22,Medium
RA001392,53,2025-10-15 21:31:13,Medium
RA001393,58,2025-04-13 14:06:55,Medium
RA001394,54,2025-05-20 19:17:09,Medium
RA001395,75,2025-02-01 17:19:41,High
RA001396,30,2025-04-10 21:05:30,Medium
RA001397,36,2024-12-15 17:32:40,Medium
RA001398,34,2025-10-29 18:07:11,Medium
RA001399,66,2025-04-21 21:20:21,Medium
RA001400,68,2025-02-23 04:54:01,Medium
RA001401,59,2025-01-02 19:21:53,Medium
RA001402,73,2025-11-12 08:08:20,High
RA001403,26,2025-09-28 13:09:37,Low
RA001404,83,2025-05-30 05:59:00,High
RA001405,80,2025-04-14 18:35:24,High
RA001406,64,2025-04-19 22:59:02,Medium
RA001407,85,2025-03-11 10:42:09,High
RA001408,16,2025-04-13 17:30:04,Low
RA001409,39,2025-06-21 22:57:16,Medium
RA001410,35,2025-09-03 14:32:02,Medium
RA001411,64,2025-05-06 11:58:15,Medium
RA001412,28,2025-09-27 23:17:20,Low
RA001413,65,2025-07-25 15:08:04,Medium
RA001414,77,2025-04-15 02:25:41,High
RA001415,63,2025-07-17 04:14:58,Medium
RA001416,55,2025-01-28 03:42:38,Medium
RA001417,30,2025-10-15 03:45:26,Medium
RA001418,33,2025-06-09 06:28:25,Medium
RA001419,74,2025-04-23 05:18:41,High
RA001420,65,2025-03-31 11:56:23,Medium
RA001421,49,2025-09-10 08:42:13,Medium
RA001422,41,2025-02-04 07:23:58,Medium
RA001423,9,2024-12-26 23:00:01,Low
RA001424,28,2025-08-05 08:21:59,Low
RA001425,88,2025-06-18 05:28:23,High
RA001426,24,2024-12-29 06:10:36,Low
RA001427,53,2025-06-19 21:45:15,Medium
RA001428,70,2025-02-28 03:57:50,High
RA001429,24,2025-10-22 03:22:44,Low
RA001430,53,2025-05-29 06:09:11,Medium
RA001431,68,2025-09-04 17:03:05,Medium
RA001432,50,2025-01-08 01:44:17,Medium
RA001433,100,2025-02-02 02:59:08,High
RA001434,16,2025-06-16 09:22:55,Low
RA001435,71,2025-07-05 02:25:25,High
RA001436,46,2025-06-20 19:38:59,Medium
RA001437,65,2025-05-29 10:11:21,Medium
RA001438,58,2025-04-29 13:32:34,Medium
RA001439,35,2025-10-11 08:56:43,Medium
RA001440,54,2025-08-01 14:03:58,Medium
RA001441,12,2025-01-17 07:30:44,Low
RA001442,62,2025-02-11 16:13:26,Medium
RA001443,55,2025-03-13 22:34:51,Medium
RA001444,62,2025-06-24 12:21:51,Medium
RA001445,71,2024-12-24 16:23:53,High
RA001446,57,2025-10-03 08:17:38,Medium
RA001447,52,2025-06-25 11:14:43,Medium
RA001448,32,2025-08-08 11:41:18,Medium
RA001449,35,2025-02-15 22:38:27,Medium
RA001450,73,2025-08-26 13:51:40,High
RA001451,78,2024-12-11 08:42:19,High
RA001452,45,2025-03-17 13:27:53,Medium
RA001453,50,2025-02-28 15:53:51,Medium
RA001454,31,2025-07-25 22:30:15,Medium
RA001455,73,2025-05-02 09:16:29,High
RA001456,63,2025-11-13 06:52:41,Medium
RA001457,88,2025-03-26 06:15:43,High
RA001458,32,2025-10-01 22:11:34,Medium
RA001459,42,2024-12-16 05:28:16,Medium
RA001460,54,2025-07-14 08:38:14,Medium
RA001461,62,2024-12-25 22:29:22,Medium
RA001462,45,2025-11-12 15:17:00,Medium
RA001463,32,2025-09-22 06:23:20,Medium
RA001464,67,2025-03-23 20:04:37,Medium
RA001465,64,2025-02-11 05:18:20,Medium
RA001466,31,2025-10-12 15:35:48,Medium
RA001467,77,2025-04-04 21:26:19,High
RA001468,73,2025-05-31 20:51:47,High
RA001469,52,2025-04-07 01:08:59,Medium
RA001470,51,2025-10-20 02:10:35,Medium
RA001471,61,2025-10-16 12:12:43,Medium
RA001472,32,2025-06-30 23:29:07,Medium
RA001473,50,2025-02-21 14:08:13,Medium
RA001474,6,2025-08-29 00:24:41,Low
RA001475,67,2025-05-14 02:41:13,Medium
RA001476,18,2024-12-24 04:03:54,Low
RA001477,80,2025-01-01 14:32:03,High
RA001478,43,2025-09-05 05:37:16,Medium
RA001479,45,2025-04-07 00:47:56,Medium
RA001480,37,2025-03-11 08:21:52,Medium
RA001481,44,2025-04-21 22:22:41,Medium
RA001482,78,2025-04-27 21:41:10,High
RA001483,0,2025-03-22 05:27:08,Low
RA001484,75,2025-05-28 08:19:02,High
RA001485,56,2025-09-25 12:41:19,Medium
RA001486,25,2025-10-29 22:46:33,Low
RA001487,28,2025-08-26 16:52:24,Low
RA001488,83,2025-03-31 22:28:41,High
RA001489,31,2025-06-06 15:39:03,Medium
RA001490,26,2025-02-20 18:00:57,Low
RA001491,72,2025-01-10 04:17:40,High
RA001492,56,2025-07-27 12:45:06,Medium
RA001493,31,2025-06-18 22:22:03,Medium
RA001494,54,2025-07-02 09:38:37,Medium
RA001495,29,2025-02-21 08:30:12,Low
RA001496,72,2025-01-08 16:04:23,High
RA001497,71,2025-09-24 20:28:00,High
RA001498,60,2025-02-10 01:17:17,Medium
RA001499,57,2025-04-20 07:48:31,Medium
RA001500,85,2025-10-01 06:38:09,High
RA001501,49,2025-05-03 04:00:31,Medium
RA001502,26,2025-08-17 20:23:14,Low
RA001503,58,2025-07-17 06:23:36,Medium
RA001504,91,2024-12-08 03:44:41,High
RA001505,29,2025-06-17 21:12:45,Low
RA001506,42,2025-09-06 07:19:46,Medium
RA001507,58,2025-03-12 06:11:48,Medium
RA001508,48,2025-05-17 02:53:02,Medium
RA001509,30,2025-05-24 19:43:35,Medium
RA001510,72,2025-10-09 03:41:57,High
RA001511,96,2025-07-05 17:15:16,High
RA001512,53,2025-03-05 10:32:08,Medium
RA001513,31,2025-11-20 15:05:57,Medium
RA001514,19,2025-04-05 02:44:55,Low
RA001515,55,2025-05-03 15:33:48,Medium
RA001516,72,2025-04-08 21:50:39,High
RA001517,59,2025-05-02 05:12:47,Medium
RA001518,49,2025-11-08 02:07:35,Medium
RA001519,38,2025-04-11 03:15:08,Medium
RA001520,28,2025-11-03 19:22:08,Low
RA001521,66,2025-10-24 19:24:28,Medium
RA001522,68,2025-05-03 16:58:46,Medium
RA001523,19,2024-12-13 02:03:13,Low
RA001524,81,2025-06-14 05:45:04,High
RA001525,61,2025-09-02 01:14:43,Medium
RA001526,77,2025-02-13 21:01:12,High
RA001527,23,2025-02-22 03:55:03,Low
RA001528,22,2025-08-29 14:49:39,Low
RA001529,47,2024-12-20 19:35:47,Medium
RA001530,60,2025-06-17 04:17:43,Medium
RA001531,85,2025-03-31 10:53:37,High
RA001532,64,2025-01-14 08:49:48,Medium
RA001533,45,2025-07-17 15:55:35,Medium
RA001534,29,2025-11-09 01:22:20,Low
RA001535,74,2025-01-08 17:45:52,High
RA001536,30,2025-06-25 15:29:06,Medium
RA001537,82,2025-06-01 08:55:35,High
RA001538,44,2025-03-10 19:07:19,Medium
RA001539,81,2025-11-04 05:31:40,High
RA001540,63,2025-11-10 16:04:57,Medium
RA001541,47,2025-04-14 05:35:27,Medium
RA001542,39,2025-03-13 16:47:14,Medium
RA001543,43,2025-05-17 22:21:10,Medium
RA001544,58,2025-05-26 07:12:41,Medium
RA001545,51,2025-01-26 22:11:28,Medium
RA001546,38,2025-11-09 08:30:00,Medium
RA001547,46,2024-12-31 17:19:23,Medium
RA001548,51,2025-03-01 22:58:17,Medium
RA001549,7,2025-10-09 08:16:02,Low
RA001550,59,2025-06-15 01:49:37,Medium
RA001551,30,2025-02-25 02:52:40,Medium
RA001552,26,2025-10-03 06:31:27,Low
RA001553,16,2025-01-05 13:04:57,Low
RA001554,14,2025-04-17 01:42:03,Low
RA001555,22,2025-07-19 18:50:45,Low
RA001556,35,2024-12-31 21:42:22,Medium
RA001557,89,2025-03-21 20:02:36,High
RA001558,39,2025-08-26 21:33:37,Medium
RA001559,53,2025-10-04 16:15:08,Medium
RA001560,58,2025-01-11 05:23:36,Medium
RA001561,52,2025-04-20 10:26:09,Medium
RA001562,48,2025-02-01 22:06:37,Medium
RA001563,26,2025-11-16 22:00:23,Low
RA001564,79,2025-06-13 01:54:37,High
RA001565,86,2025-04-28 04:25:06,High
RA001566,16,2025-08-14 17:01:13,Low
RA001567,29,2025-09-02 10:51:09,Low
RA001568,44,2025-07-17 18:54:07,Medium
RA001569,30,2025-07-14 21:59:46,Medium
RA001570,60,2025-06-18 09:57:47,Medium
RA001571,35,2025-08-31 14:29:23,Medium
RA001572,93,2025-04-25 04:04:38,High
RA001573,73,2025-05-04 20:57:50,High
RA001574,54,2025-04-18 10:45:11,Medium
RA001575,70,2025-08-12 10:46:38,High
RA001576,72,2025-02-01 21:27:28,High
RA001577,38,2025-02-09 07:09:03,Medium
RA001578,33,2025-06-19 07:43:28,Medium
RA001579,51,2025-08-31 01:16:34,Medium
RA001580,67,2025-08-13 21:36:38,Medium
RA001581,52,2025-06-08 08:02:37,Medium
RA001582,18,2025-01-24 09:24:35,Low
RA001583,33,2025-03-24 21:17:26,Medium
RA001584,48,2025-04-12 16:27:31,Medium
RA001585,48,2025-06-07 07:55:51,Medium
RA001586,89,2025-03-28 09:16:26,High
RA001587,22,2025-03-30 19:55:44,Low
RA001588,60,2025-05-11 23:36:13,Medium
RA001589,79,2025-06-30 00:36:52,High
RA001590,95,2025-04-17 07:58:11,High
RA001591,41,2024-12-04 10:18:34,Medium
RA001592,59,2025-01-04 17:40:38,Medium
RA001593,61,2025-05-19 17:40:31,Medium
RA001594,53,2025-05-14 07:56:57,Medium
RA001595,48,2025-01-03 17:07:57,Medium
RA001596,58,2025-06-14 03:44:36,Medium
RA001597,0,2025-04-28 19:09:07,Low
RA001598,63,2025-07-31 23:24:53,Medium
RA001599,52,2024-12-18 07:13:20,Medium
RA001600,45,2025-05-30 01:28:33,Medium
RA001601,90,2025-06-18 05:41:17,High
RA001602,36,2025-09-22 17:37:12,Medium
RA001603,41,2025-03-13 17:45:12,Medium
RA001604,89,2025-06-30 09:11:09,High
RA001605,33,2025-01-12 07:45:08,Medium
RA001606,38,2025-01-04 11:55:33,Medium
RA001607,47,2024-12-18 00:33:51,Medium
RA001608,66,2025-10-14 15:36:35,Medium
RA001609,54,2025-05-26 14:06:59,Medium
RA001610,24,2025-05-11 23:56:15,Low
RA001611,39,2025-02-14 08:56:43,Medium
RA001612,37,2025-03-23 10:20:39,Medium
RA001613,48,2025-08-06 20:22:47,Medium
RA001614,58,2025-03-19 05:22:56,Medium
RA001615,58,2025-06-13 07:26:11,Medium
RA001616,14,2025-07-22 06:58:09,Low
RA001617,71,2025-08-10 23:03:30,High
RA001618,55,2025-05-10 22:35:39,Medium
RA001619,77,2025-11-28 17:24:52,High
RA001620,58,2025-09-04 07:40:08,Medium
RA001621,72,2025-08-15 17:17:37,High
RA001622,59,2025-05-05 01:23:18,Medium
RA001623,76,2025-04-07 19:17:52,High
RA001624,60,2024-12-28 06:39:40,Medium
RA001625,48,2025-07-07 15:20:54,Medium
RA001626,95,2025-07-31 17:07:10,High
RA001627,67,2024-12-08 12:07:18,Medium
RA001628,61,2025-03-04 03:22:45,Medium
RA001629,24,2025-03-04 09:52:28,Low
RA001630,24,2025-09-07 02:09:27,Low
RA001631,55,2025-11-18 10:18:00,Medium
RA001632,52,2025-06-01 10:58:36,Medium
RA001633,37,2025-08-28 19:06:31,Medium
RA001634,52,2025-03-09 01:50:54,Medium
RA001635,81,2025-01-28 20:44:20,High
RA001636,63,2025-11-29 13:01:28,Medium
RA001637,27,2025-08-15 08:45:26,Low
RA001638,47,2025-10-31 17:11:11,Medium
RA001639,33,2025-08-03 13:27:01,Medium
RA001640,42,2025-04-09 11:44:34,Medium
RA001641,41,2025-06-29 14:57:52,Medium
RA001642,40,2025-04-28 15:58:10,Medium
RA001643,24,2025-07-28 05:27:38,Low
RA001644,47,2025-08-02 01:33:54,Medium
RA001645,38,2025-02-21 16:29:38,Medium
RA001646,0,2025-06-11 15:22:24,Low
RA001647,91,2025-06-11 21:39:46,High
RA001648,71,2025-06-25 18:37:29,High
RA001649,42,2025-03-25 19:14:01,Medium
RA001650,50,2025-05-13 13:22:21,Medium
RA001651,26,2025-08-19 14:32:15,Low
RA001652,83,2025-01-22 16:29:44,High
RA001653,87,2025-05-04 09:31:49,High
RA001654,53,2025-08-19 22:40:56,Medium
RA001655,70,2025-05-14 18:38:32,High
RA001656,53,2025-07-07 13:20:12,Medium
RA001657,23,2025-03-27 09:00:30,Low
RA001658,41,2025-03-05 12:07:06,Medium
RA001659,52,2025-06-23 04:45:43,Medium
RA001660,40,2025-03-03 21:14:17,Medium
RA001661,45,2025-07-20 12:00:19,Medium
RA001662,48,2024-12-15 04:16:49,Medium
RA001663,48,2025-04-06 00:18:46,Medium
RA001664,51,2025-02-04 14:03:01,Medium
RA001665,28,2025-05-10 02:03:13,Low
RA001666,35,2025-10-29 15:17:09,Medium
RA001667,24,2025-10-20 13:28:06,Low
RA001668,69,2025-02-08 02:42:20,Medium
RA001669,7,2025-02-28 00:52:52,Low
RA001670,73,2025-04-25 23:54:39,High
RA001671,77,2025-05-24 11:44:31,High
RA001672,43,2024-12-21 11:19:27,Medium
RA001673,0,2025-02-25 07:54:19,Low
RA001674,42,2025-09-29 21:33:35,Medium
RA001675,48,2025-08-22 02:06:36,Medium
RA001676,29,2025-05-03 04:15:58,Low
RA001677,39,2025-03-31 03:41:13,Medium
RA001678,80,2025-06-06 08:22:00,High
RA001679,63,2025-07-08 14:41:38,Medium
RA001680,31,2024-12-19 05:54:48,Medium
RA001681,18,2025-03-28 14:34:34,Low
RA001682,43,2025-09-17 05:37:00,Medium
RA001683,45,2025-04-27 06:20:25,Medium
RA001684,59,2025-11-13 10:38:21,Medium
RA001685,39,2025-08-02 10:14:04,Medium
RA001686,60,2025-11-26 10:29:02,Medium
RA001687,88,2025-02-25 13:29:02,High
RA001688,66,2025-02-01 21:36:33,Medium
RA001689,49,2025-04-22 19:54:58,Medium
RA001690,46,2025-04-10 16:12:31,Medium
RA001691,42,2025-08-02 02:37:34,Medium
RA001692,73,2024-12-06 21:55:18,High
RA001693,37,2025-07-22 17:23:04,Medium
RA001694,50,2025-01-03 15:41:04,Medium
RA001695,51,2025-12-02 18:34:11,Medium
RA001696,39,2025-10-13 12:03:53,Medium
RA001697,22,2025-02-26 03:31:47,Low
RA001698,56,2025-07-15 16:33:36,Medium
RA001699,48,2025-05-04 06:16:20,Medium
RA001700,60,2025-05-09 02:55:46,Medium
RA001701,39,2024-12-03 08:20:34,Medium
RA001702,74,2025-09-13 20:41:23,High
RA001703,32,2025-02-05 10:39:52,Medium
RA001704,84,2025-11-28 14:41:15,High
RA001705,15,2025-09-16 09:47:41,Low
RA001706,58,2025-01-03 05:57:43,Medium
RA001707,59,2025-08-17 20:39:32,Medium
RA001708,34,2025-07-22 07:18:09,Medium
RA001709,58,2025-10-09 05:51:53,Medium
RA001710,75,2025-10-10 05:16:59,High
RA001711,5,2025-05-01 07:30:47,Low
RA001712,60,2025-05-30 16:11:29,Medium
RA001713,0,2025-09-19 17:25:16,Low
RA001714,30,2025-11-12 00:10:15,Medium
RA001715,82,2025-06-06 16:14:05,High
RA001716,38,2025-04-29 22:10:03,Medium
RA001717,26,2025-04-18 20:48:24,Low
RA001718,46,2025-10-18 21:01:43,Medium
RA001719,91,2025-11-05 00:49:46,High
RA001720,13,2025-02-12 21:03:21,Low
RA001721,28,2025-02-09 12:31:38,Low
RA001722,79,2025-07-15 15:36:07,High
RA001723,87,2024-12-22 08:57:47,High
RA001724,47,2025-03-01 03:40:09,Medium
RA001725,25,2025-03-02 03:43:50,Low
RA001726,91,2025-03-12 06:23:23,High
RA001727,81,2025-08-29 06:36:02,High
RA001728,63,2025-05-06 06:34:25,Medium
RA001729,33,2025-11-24 13:29:38,Medium
RA001730,49,2025-05-09 14:47:54,Medium
RA001731,46,2024-12-21 23:10:41,Medium
RA001732,56,2024-12-26 01:44:58,Medium
RA001733,79,2025-07-31 23:19:39,High
RA001734,67,2025-01-27 09:33:13,Medium
RA001735,28,2025-08-27 00:29:13,Low
RA001736,77,2025-04-10 22:32:35,High
RA001737,56,2025-03-24 07:54:30,Medium
RA001738,63,2025-07-16 18:01:36,Medium
RA001739,79,2025-10-14 15:21:49,High
RA001740,27,2025-04-30 06:01:57,Low
RA001741,49,2025-04-07 12:50:49,Medium
RA001742,39,2025-11-10 07:27:00,Medium
RA001743,18,2025-06-27 19:15:42,Low
RA001744,56,2025-05-08 02:10:41,Medium
RA001745,100,2025-06-23 06:43:38,High
RA001746,13,2025-07-28 18:13:29,Low
RA001747,49,2025-07-20 17:56:35,Medium
RA001748,62,2025-11-18 10:22:30,Medium
RA001749,52,2025-02-13 19:46:57,Medium
RA001750,47,2025-04-30 00:30:15,Medium
RA001751,24,2025-05-20 11:15:01,Low
RA001752,54,2025-07-17 16:44:19,Medium
RA001753,34,2025-01-31 15:11:44,Medium
RA001754,6,2025-06-06 02:03:09,Low
RA001755,73,2025-09-26 17:41:31,High
RA001756,69,2025-11-05 14:23:23,Medium
RA001757,51,2025-08-17 17:41:31,Medium
RA001758,54,2025-09-12 03:36:51,Medium
RA001759,71,2025-01-03 13:59:33,High
RA001760,54,2025-06-25 20:37:01,Medium
RA001761,68,2025-08-11 14:29:22,Medium
RA001762,44,2024-12-05 04:56:06,Medium
RA001763,76,2025-03-27 07:28:20,High
RA001764,56,2025-05-18 03:55:18,Medium
RA001765,53,2025-09-04 06:43:33,Medium
RA001766,24,2025-07-04 23:34:46,Low
RA001767,55,2025-04-15 04:41:14,Medium
RA001768,33,2025-05-21 05:40:46,Medium
RA001769,37,2025-03-05 09:52:42,Medium
RA001770,33,2025-06-12 14:19:07,Medium
RA001771,28,2025-04-12 14:18:55,Low
RA001772,92,2025-08-09 05:12:57,High
RA001773,76,2025-03-19 07:05:55,High
RA001774,88,2025-10-23 11:10:22,High
RA001775,25,2025-11-30 22:00:14,Low
RA001776,51,2025-10-30 10:13:58,Medium
RA001777,24,2025-10-15 13:53:47,Low
RA001778,36,2024-12-17 15:53:29,Medium
RA001779,31,2025-09-14 16:17:41,Medium
RA001780,74,2024-12-15 10:08:55,High
